,类型,名称,版权,href
1324,电影,将爱情进行到底,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrjbebj8.html
1325,电影,木兰从军,,//www.iqiyi.com/v_19rrmy9z1g.html
1326,电影,中华女儿,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrmy5yxc.html
1327,电影,插翅虎,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrmybv1k.html
1328,电影,黑旋风,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19ruphrk60.html
1329,电影,人欢马叫,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrn61lvc.html
1330,电影,如此爹娘,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rr7qkbps.html
1331,电影,滑动门,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrj5tm4c.html
1332,电影,呼啸山庄,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrho8b4o.html
1333,电影,海道电影,,//www.iqiyi.com/v_19rr95davg.html
1334,电影,连环套,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrn6oac4.html
1335,电影,王媛媛,//www.iqiyipic.com/common/fix/site-v4/video-mark/only.png,//www.iqiyi.com/v_19rski3cfw.html
1336,电影,白蛇传 1939版,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rr7p3f8s.html
1337,电影,黄土地,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rr7q9wgc.html
1338,电影,王宝钏（下集）平贵回窑,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rv3ocut4.html
1339,电影,牧童投军,,//www.iqiyi.com/v_19rr7ri3n4.html
1340,电影,红霞,,//www.iqiyi.com/v_19rrn6ql2w.html
1341,电影,金钱之爱,,//www.iqiyi.com/v_19rrn20tfk.html
1342,电影,柳毅传书,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrn6m8b4.html
1343,电影,骗假不留,//www.iqiyipic.com/common/fix/site-v4/video-mark/only.png,//www.iqiyi.com/v_19rre3wc40.html
1344,电影,山歌姻缘,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rr7qjy7c.html
1345,电影,山歌姻缘,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rr7qjy7c.html
1346,电影,金枝玉叶（1964）,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rr7pfl4w.html
1348,电影,西域情怀,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrn2i1qg.html
1349,电影,葡萄熟了的时候,,//www.iqiyi.com/v_19rrn6tv98.html
1350,电影,乔老爷上轿,//pic2.iqiyipic.com/common/20171106/bc/1b/vip_100002_v_601_0_21.png,//www.iqiyi.com/v_19rrm8t3hk.html
1351,电影,山歌恋,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rr7pyt60.html
1352,电影,貂蝉,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rr7pzbh0.html
1353,电影,燎原,,//www.iqiyi.com/v_19rrn6rkgg.html
1354,电影,好事多磨,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrnz77zo.html
1355,电影,寇准背靴,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rr7qbg1c.html
1356,电影,三毛流浪记（1958）,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19ruewc108.html
1357,电影,早安公主,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrddm39w.html
1358,电影,天官赐福（粤语）,,//www.iqiyi.com/v_19rr7rhjh8.html
1359,电影,艳遇（1965）,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rv48k558.html
1360,电影,花开荼蘼,//www.iqiyipic.com/common/fix/site-v4/video-mark/only.png,//www.iqiyi.com/v_19ruy3d0us.html
1361,电影,再爱的机会,//www.iqiyipic.com/common/fix/site-v4/video-mark/only.png,//www.iqiyi.com/v_19rr4l3vk4.html
1362,电影,1000小时的夜晚,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrf7uuak.html
1363,电影,换种方式,,//www.iqiyi.com/v_19rrlme8o0.html
1364,电影,少年李白：花月离,//www.iqiyipic.com/common/fix/site-v4/video-mark/only.png,//www.iqiyi.com/v_19rw3tdpww.html
1365,电影,姐妹情深,,//www.iqiyi.com/v_19rrhob8w8.html
1366,电影,公主裙,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rvgjeph8.html
1367,电影,禁烟枪手,,//www.iqiyi.com/v_19rrny8n90.html
1368,电影,沙家店粮站,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrnybz9w.html
1369,电影,小姑贤（评剧）,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rro2o82o.html
1370,电影,红崖村的孩子们,//www.iqiyipic.com/common/fix/site-v4/video-mark/only.png,//www.iqiyi.com/v_19rv3xvmwk.html
1371,电影,草原风暴,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrn5w3ck.html
1372,电影,海啸与樱花,,//www.iqiyi.com/v_19rrn4kkyg.html
1373,电影,美食家,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrny90ag.html
1374,电影,七十二家房客（粤语）,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rvjoja90.html
1375,电影,圆月弯刀（粤语）,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rr7qcn0c.html
1376,电影,蓝莓之夜,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rr7q28zw.html
1377,电影,广东十虎与后五虎（粤语）,,//www.iqiyi.com/v_19rsbxnk4w.html
1378,电影,西施（1965）,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rwhsmado.html
1379,电影,乌鸦与麻雀,,//www.iqiyi.com/v_19rrh619bo.html
1380,电影,桃花扇（独家修复版）,//www.iqiyipic.com/common/fix/site-v4/video-mark/only.png,//www.iqiyi.com/v_19ruv0gvsk.html
1381,电影,中二少女,//www.iqiyipic.com/common/fix/site-v4/video-mark/only.png,//www.iqiyi.com/v_19rr1kw9vg.html
1382,电影,刺客冷血,//www.iqiyipic.com/common/fix/site-v4/video-mark/only.png,//www.iqiyi.com/v_19rr8r41rc.html
1383,电影,疯狂的公寓,//www.iqiyipic.com/common/fix/site-v4/video-mark/only.png,//www.iqiyi.com/v_19rqzcs07k.html
1384,电影,绽放青春,,//www.iqiyi.com/v_19rt4hmh6o.html
1385,电影,指尖世界,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19ruuh23mc.html
1386,电影,大荒电影馆,,//www.iqiyi.com/v_19rrcfjz4o.html
1387,电影,请爱黎娜,,//www.iqiyi.com/v_19rquccwzg.html
1388,电影,沉睡的美人,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrn31k6w.html
1389,电影,五郎八卦棍（粤语）,,//www.iqiyi.com/v_19rsbz1z0s.html
1390,电影,小放牛,,//www.iqiyi.com/v_19rr8idq00.html
1391,电影,悲惨世界（1998）,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrk22ei8.html
1392,电影,空城计,,//www.iqiyi.com/v_19rr8dcu80.html
1393,电影,星际迷航：暗黑无界（普通话）,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rraab34w.html
1394,电影,金刚狼,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrhtzuu0.html
1395,电影,穆桂英大战洪州,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrkpy3lw.html
1396,电影,第一次的亲密接触,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrmy6dfg.html
1397,电影,幸福不是顺从,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrn2kois.html
1398,电影,金玉良缘红楼梦,//www.iqiyipic.com/common/fix/site-v4/video-mark/only.png,//www.iqiyi.com/v_19rrj693uk.html
1399,电影,辕门斩子,,//www.iqiyi.com/v_19rr7kt96s.html
1400,电影,女理发师,,//www.iqiyi.com/v_19rrn6mpoo.html
1401,电影,王老五,,//www.iqiyi.com/v_19rrlu4u0g.html
1402,电影,提心吊胆,,//www.iqiyi.com/v_19rrnycf48.html
1403,电影,告密者,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rra05s3g.html
1404,电影,表错七日情,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrj52oz0.html
1405,电影,方世玉与洪熙官,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrmybki8.html
1406,电影,教头,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrmx58kw.html
1407,电影,人性,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrkggb9w.html
1409,电影,爱奇艺爱电影,//www.iqiyipic.com/common/fix/site-v4/video-mark/self.png,//www.iqiyi.com/v_19rvoqu87c.html
1410,电影,美国X档案,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrmy31go.html
1411,电影,人生第二春,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rqybbhxs.html
1412,电影,龙虎少爷（粤语）,,//www.iqiyi.com/v_19rrxnipek.html
1413,电影,海员七号（1973）,,//www.iqiyi.com/v_19rrk4quls.html
1414,电影,我好好活着,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrn2g2vw.html
1415,电影,杨乃武与小白菜,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrn6lafk.html
1416,电影,少年卫斯理之圣女转生,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrdi0d58.html
1417,电影,电影人生,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rr7qn47o.html
1418,电影,珊瑚岛上的死光,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrny51lk.html
1419,电影,花神咖啡馆,,//www.iqiyi.com/v_19rrh3t3h4.html
1420,电影,本案没有结束,,//www.iqiyi.com/v_19rrny8qj4.html
1421,电影,冷战,//www.iqiyipic.com/common/fix/site-v4/video-mark/only.png,//www.iqiyi.com/v_19rrcuninw.html
1422,电影,老婆婆的枣树,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rr7rboi0.html
1423,电影,灵异实录,,//www.iqiyi.com/v_19rrh0i5sc.html
1424,电影,猪八戒吃西瓜,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rtszobm4.html
1425,电影,暹罗厨房,,//www.iqiyi.com/v_19rr07cwrk.html
1426,电影,心火（德国）,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrnw42ow.html
1427,电影,少年卫斯理之圣女转生（粤语）,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrdi0g40.html
1428,电影,亚洲秘密警察,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rr7qrkwg.html
1429,电影,麻辣追杀令,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rr7ait9k.html
1430,电影,看不见的女人,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrhnhmtc.html
1431,电影,神笔马良（1955）,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rtszes4g.html
1432,电影,西厢记,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrmy6094.html
1433,电影,魔术师的奇遇,,//www.iqiyi.com/v_19rro4pn68.html
1434,电影,小鲤鱼跳龙门,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rttdgvb8.html
1435,电影,春闺怨,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrnyrhig.html
1436,电影,黎明之前,,//www.iqiyi.com/v_19rsg6mqao.html
1437,电影,一日余生,//www.iqiyipic.com/common/fix/site-v4/video-mark/only.png,//www.iqiyi.com/v_19rwhu064s.html
1438,电影,九条命（2005）,,//www.iqiyi.com/v_19rrn3rly4.html
1439,电影,麦田守望的女孩,,//www.iqiyi.com/v_19rr7qn5l4.html
1440,电影,柏林1936,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrny2hh0.html
1441,电影,济公之神龙再现（粤语）,//www.iqiyipic.com/common/fix/site-v4/video-mark/self.png,//www.iqiyi.com/v_19rqyar7ho.html
1442,电影,爱情侦探,//www.iqiyipic.com/common/fix/site-v4/video-mark/only.png,//www.iqiyi.com/v_19rrmwtce0.html
1443,电影,爱情侦探,//www.iqiyipic.com/common/fix/site-v4/video-mark/only.png,//www.iqiyi.com/v_19rrmwtce0.html
1444,电影,神勇双妹唛（粤语）,,//www.iqiyi.com/v_19rrjd5xok.html
1445,电影,花木兰（1964）,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrj659dc.html
1446,电影,神秘兵团,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrhlqgis.html
1447,电影,千面魔女,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rr7r7yog.html
1448,电影,萌犬奇缘,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rvdnxkm0.html
1449,电影,绿光,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrfyyxu4.html
1450,电影,大放异彩,,//www.iqiyi.com/v_19rrmy8tmg.html
1451,电影,暴躁家族,//www.iqiyipic.com/common/fix/site-v4/video-mark/only.png,//www.iqiyi.com/v_19rroxruwk.html
1452,电影,买凶拍人,,//www.iqiyi.com/v_19rrj5zauc.html
1453,电影,刘明珠,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrkqelfc.html
1454,电影,几度夕阳红2,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rr7p4b3g.html
1455,电影,松花江上,,//www.iqiyi.com/v_19rrn60ato.html
1456,电影,土地(1953),//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rro2o8wk.html
1457,电影,少年苏乞儿（粤语）,,//www.iqiyi.com/v_19rsbxe6qw.html
1458,电影,五毒（粤语）,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rwajyv6k.html
1459,电影,第一夫人（普通话）,,//www.iqiyi.com/v_19rrc2hom8.html
1460,电影,柑橘与柠檬啊,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrhvmfek.html
1461,电影,李慧娘,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrnz7a9o.html
1462,电影,火速大行动,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrcdy5ts.html
1463,电影,三少爷的剑（粤语）,,//www.iqiyi.com/v_19rv85dspg.html
1464,电影,摩登仙履奇缘（粤语）,,//www.iqiyi.com/v_19rrmq2dik.html
1465,电影,孔雀公主（1963）,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19ru3tyswo.html
1466,电影,红楼梦,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrn80bac.html
1467,电影,保卫胜利果实,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrnyc6vk.html
1468,电影,长江一号,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrfo1qpw.html
1469,电影,五遁忍术,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrhoaagw.html
1470,电影,地上最强,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rr7rb0nw.html
1471,电影,念念不忘,//www.iqiyipic.com/common/fix/site-v4/video-mark/only.png,//www.iqiyi.com/v_19rr7z4aco.html
1472,电影,南斗官三斗北少爷,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrmx7bpw.html
1473,电影,《一生有你2019》独家纪录片,//www.iqiyipic.com/common/fix/site-v4/video-mark/only.png,//www.iqiyi.com/v_19ruzsp85w.html
1474,电影,恩赐2020,//www.iqiyipic.com/common/fix/site-v4/video-mark/only.png,//www.iqiyi.com/v_19rwi9wx5c.html
1475,电影,人见人爱,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrn6euqw.html
1476,电影,探险迷局,//www.iqiyipic.com/common/fix/site-v4/video-mark/only.png,//www.iqiyi.com/v_19rshf6cdk.html
1477,电影,《诛仙Ⅰ》独家幕后大揭秘,//www.iqiyipic.com/common/fix/site-v4/video-mark/only.png,//www.iqiyi.com/v_19ru0cs178.html
1478,电影,无血无泪,,//www.iqiyi.com/v_19rrjce9do.html
1479,电影,我和爸爸,,//www.iqiyi.com/v_19rrmy95a0.html
1480,电影,黄河谣,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrj5kbx8.html
1481,电影,大地的女儿,,//www.iqiyi.com/v_19rr7pqbck.html
1482,电影,游龙戏凤（粤语）,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrmj8k58.html
1483,电影,玫瑰人生,,//www.iqiyi.com/v_19rrjd7hsk.html
1484,电影,电单车,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrmy9tb0.html
1485,电影,草原上的人们,,//www.iqiyi.com/v_19rrmy5za0.html
1486,电影,说好不分手,,//www.iqiyi.com/v_19rrj5w8es.html
1487,电影,天籁小镇,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rwh4cbrk.html
1488,电影,优昙婆罗,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrn2fwrk.html
1489,电影,影子交易,//www.iqiyipic.com/common/fix/site-v4/video-mark/only.png,//www.iqiyi.com/v_19rr7q78h4.html
1490,电影,江山美人（1959）,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrj58r60.html
1491,电影,八千里路云和月,,//www.iqiyi.com/v_19rrn6svcw.html
1492,电影,胖子与男孩,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrhe6db8.html
1493,电影,999谁是凶手（粤语）,//www.iqiyipic.com/common/fix/site-v4/video-mark/only.png,//www.iqiyi.com/v_19rr7qrpm8.html
1494,电影,大雨将至,//www.iqiyipic.com/common/fix/site-v4/video-mark/only.png,//www.iqiyi.com/v_19rutbg868.html
1495,电影,世纪审判,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rra5kuvw.html
1496,电影,自有后来人,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rro2wnf0.html
1497,电影,青蛙王子（粤语）,,//www.iqiyi.com/v_19rsc11dzk.html
1498,电影,拳外重生,,//www.iqiyi.com/v_19rrjugijo.html
1499,电影,过往城事,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19ruwe5cys.html
1500,电影,一百样东西,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rstd5s9o.html
1501,电影,洪拳小子,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrmy53gg.html
1502,电影,冲霄楼,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rr7q1mqs.html
1503,电影,双生美莲达,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrmy97k8.html
1504,电影,捕疯捉影,,//www.iqiyi.com/v_19rtz5cm8w.html
1505,电影,雨月物语,,//www.iqiyi.com/v_19rrj5ykww.html
1506,电影,铁血战士（HDR）,//www.iqiyipic.com/common/fix/site-v4/video-mark/only.png,//www.iqiyi.com/v_19rt8bd9is.html
1507,电影,理查三世,,//www.iqiyi.com/v_19rr7ps474.html
1508,电影,火星追击,//www.iqiyipic.com/common/fix/site-v4/video-mark/only.png,//www.iqiyi.com/v_19rr3j95j4.html
1509,电影,七小福（粤语）,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rwkceyjw.html
1510,电影,神探蒲松龄（粤语）,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rqumost4.html
1511,电影,饮食男女2：好远又好近,,//www.iqiyi.com/v_19rr7qt88o.html
1512,电影,大决斗,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrj65h0o.html
1513,电影,大唐玄奘 外文版,,//www.iqiyi.com/v_19rqzcpuqg.html
1514,电影,瀛台泣血,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rr7qa0rc.html
1515,电影,威士忌、探戈、狐步舞,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rr7q77do.html
1516,电影,凯旋门,,//www.iqiyi.com/v_19rrlksgis.html
1517,电影,家族,,//www.iqiyi.com/v_19rrh962cw.html
1518,电影,天堂的孩子,,//www.iqiyi.com/v_19rrj6sjd4.html
1519,电影,致命追踪,//www.iqiyipic.com/common/fix/site-v4/video-mark/only.png,//www.iqiyi.com/v_19rqpmkwxo.html
1520,电影,八部半,,//www.iqiyi.com/v_19rrj6sld8.html
1521,电影,校园往事,//www.iqiyipic.com/common/fix/site-v4/video-mark/only.png,//www.iqiyi.com/v_19rsgg2h0g.html
1522,电影,爱在零纬度,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rve0whnk.html
1523,电影,无处遁形,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rv42wbmg.html
1524,电影,小象西纳,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrny8zu4.html
1525,电影,后生（1975）,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rwdble7w.html
1526,电影,彼岸花（1958）,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrk2wgtk.html
1527,电影,爱情百态,//www.iqiyipic.com/common/fix/site-v4/video-mark/only.png,//www.iqiyi.com/v_19rr7ppqxs.html
1528,电影,唐人街功夫小子,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrmyc3ho.html
1529,电影,诀恋,//www.iqiyipic.com/common/fix/site-v4/video-mark/only.png,//www.iqiyi.com/v_19rqqmwidk.html
1530,电影,情海浪花,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrny7nl8.html
1531,电影,锁麟囊（1966）,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rv4p3k2o.html
1532,电影,酷我随行,//pic0.iqiyipic.com/common/20171106/ac/1b/vip_100000_v_601_0_21.png,//www.iqiyi.com/v_19rrhvm92s.html
1533,电影,母性之光,//pic2.iqiyipic.com/common/20171106/bc/1b/vip_100002_v_601_0_21.png,//www.iqiyi.com/v_19rr1fan5s.html
1534,电影,真救世主传说—北斗神拳：托奇传,//www.iqiyipic.com/common/fix/site-v4/video-mark/only.png,//www.iqiyi.com/v_19rqycbao4.html
1535,电影,淘气烘面包,,//www.iqiyi.com/v_19rrk207dg.html
